journey_id,touchpoint_sequence,num_touchpoints,converted,revenue
4191,Organic Search;Paid Search,2,0,0.0
4192,Email;Direct;Paid Search;Social Media,4,0,0.0
4193,Paid Search;Paid Search,2,0,0.0
4194,Organic Search;Paid Search;Direct,3,0,0.0
4195,Direct;Email;Direct,3,1,32.06
4196,Display;Direct,2,0,0.0
4197,Social Media,1,0,0.0
4198,Email;Direct;Paid Search,3,0,0.0
4199,Direct,1,0,0.0
4200,Direct;Organic Search,2,0,0.0
4201,Organic Search,1,1,124.09
4202,Organic Search;Display;Email;Display;Direct;Social Media;Social Media;Email;Paid Search,9,0,0.0
4203,Paid Search;Organic Search,2,0,0.0
4204,Direct,1,1,102.9
4205,Organic Search;Direct,2,0,0.0
4206,Display;Display,2,0,0.0
4207,Organic Search,1,0,0.0
4208,Organic Search;Organic Search;Display;Direct,4,0,0.0
4209,Paid Search,1,0,0.0
4210,Direct;Social Media;Paid Search;Social Media;Email;Paid Search,6,0,0.0
4211,Direct;Paid Search,2,0,0.0
4212,Organic Search;Social Media;Social Media;Direct,4,0,0.0
4213,Paid Search;Social Media;Paid Search;Paid Search;Direct,5,0,0.0
4214,Direct;Direct,2,0,0.0
4215,Email;Email;Social Media;Social Media;Direct,5,0,0.0
4216,Direct,1,1,64.55
4217,Direct,1,0,0.0
4218,Paid Search;Paid Search;Organic Search;Paid Search,4,0,0.0
4219,Organic Search;Paid Search;Direct,3,0,0.0
4220,Paid Search;Social Media;Social Media;Paid Search,4,1,54.07
4221,Direct;Direct,2,0,0.0
4222,Organic Search,1,0,0.0
4223,Paid Search;Social Media;Paid Search;Organic Search,4,0,0.0
4224,Paid Search;Email;Direct,3,1,54.27
4225,Social Media,1,0,0.0
4226,Paid Search,1,0,0.0
4227,Organic Search,1,1,41.19
4228,Paid Search;Social Media;Social Media,3,1,36.09
4229,Paid Search;Organic Search;Organic Search;Display;Email;Paid Search,6,0,0.0
4230,Organic Search;Email;Email;Organic Search;Display;Paid Search,6,1,45.74
4231,Social Media;Organic Search;Email,3,0,0.0
4232,Paid Search;Paid Search,2,0,0.0
4233,Social Media;Social Media;Display;Paid Search,4,0,0.0
4234,Organic Search;Social Media;Direct,3,0,0.0
4235,Direct,1,0,0.0
4236,Paid Search,1,0,0.0
4237,Organic Search,1,0,0.0
4238,Social Media,1,0,0.0
4239,Organic Search;Social Media;Direct,3,0,0.0
4240,Direct,1,0,0.0
4241,Direct;Display;Direct,3,0,0.0
4242,Organic Search;Email;Email;Email,4,0,0.0
4243,Organic Search;Organic Search,2,0,0.0
4244,Organic Search;Email;Email;Paid Search;Social Media;Email;Social Media;Email;Social Media,9,0,0.0
4245,Social Media,1,0,0.0
4246,Display,1,0,0.0
4247,Organic Search;Social Media;Social Media;Social Media,4,1,28.84
4248,Paid Search,1,0,0.0
4249,Organic Search;Display,2,0,0.0
4250,Organic Search,1,0,0.0
4251,Social Media;Email;Social Media;Email;Social Media,5,0,0.0
4252,Organic Search,1,0,0.0
4253,Organic Search,1,0,0.0
4254,Display,1,0,0.0
4255,Direct,1,0,0.0
4256,Social Media;Direct;Display;Social Media;Paid Search;Email;Email;Display;Email;Paid Search;Email;Direct,12,0,0.0
4257,Paid Search;Email;Paid Search,3,1,10.31
4258,Direct,1,0,0.0
4259,Social Media,1,0,0.0
4260,Display;Direct;Paid Search;Paid Search,4,0,0.0
4261,Social Media,1,0,0.0
4262,Social Media,1,0,0.0
4263,Organic Search;Display;Organic Search,3,0,0.0
4264,Organic Search;Paid Search;Email;Direct,4,0,0.0
4265,Organic Search;Email;Paid Search,3,0,0.0
4266,Organic Search;Paid Search;Organic Search,3,0,0.0
4267,Organic Search;Email;Paid Search,3,0,0.0
4268,Email,1,0,0.0
4269,Paid Search,1,0,0.0
4270,Social Media;Email;Display;Paid Search,4,0,0.0
4271,Social Media;Organic Search;Social Media,3,0,0.0
4272,Direct;Email;Social Media;Email;Organic Search,5,1,40.03
4273,Organic Search;Display;Display;Paid Search,4,0,0.0
4274,Display,1,0,0.0
4275,Paid Search;Paid Search;Paid Search;Email;Organic Search,5,0,0.0
4276,Paid Search;Paid Search;Email;Display;Paid Search,5,0,0.0
4277,Paid Search;Paid Search;Paid Search,3,0,0.0
4278,Organic Search;Social Media;Display;Direct,4,1,17.46
4279,Social Media;Paid Search,2,1,31.52
4280,Organic Search;Paid Search,2,0,0.0
4281,Organic Search;Email;Direct,3,1,44.42
4282,Display,1,0,0.0
4283,Organic Search;Email;Organic Search;Email;Paid Search,5,0,0.0
4284,Organic Search;Display;Social Media;Organic Search;Social Media,5,0,0.0
4285,Direct,1,0,0.0
4286,Paid Search;Direct,2,0,0.0
4287,Display,1,0,0.0
4288,Direct;Email;Social Media,3,0,0.0
4289,Social Media,1,0,0.0
4290,Organic Search;Direct;Email;Organic Search;Paid Search;Social Media;Email;Paid Search;Paid Search,9,0,0.0
4291,Direct,1,0,0.0
4292,Organic Search,1,0,0.0
4293,Social Media,1,0,0.0
4294,Organic Search;Social Media;Paid Search;Email;Paid Search;Paid Search,6,0,0.0
4295,Email;Direct,2,0,0.0
4296,Social Media;Social Media,2,0,0.0
4297,Organic Search;Email,2,0,0.0
4298,Display;Email;Social Media,3,0,0.0
4299,Direct;Social Media;Paid Search;Display;Email;Paid Search;Display;Paid Search,8,1,52.39
4300,Organic Search;Social Media;Social Media;Display;Paid Search,5,1,22.34
4301,Paid Search,1,0,0.0
4302,Organic Search;Email;Organic Search,3,1,110.52
4303,Direct;Direct;Social Media;Organic Search;Organic Search;Organic Search;Organic Search;Social Media;Direct,9,0,0.0
4304,Email,1,0,0.0
4305,Direct;Email;Direct,3,0,0.0
4306,Direct,1,0,0.0
4307,Email;Social Media;Social Media,3,0,0.0
4308,Organic Search;Direct,2,0,0.0
4309,Organic Search;Paid Search;Paid Search;Email;Organic Search,5,0,0.0
4310,Direct;Social Media;Email;Display;Paid Search,5,0,0.0
4311,Direct;Social Media;Social Media;Direct,4,0,0.0
4312,Direct,1,0,0.0
4313,Direct;Paid Search;Paid Search,3,0,0.0
4314,Organic Search,1,0,0.0
4315,Email;Display;Social Media;Direct;Display;Direct,6,0,0.0
4316,Social Media,1,0,0.0
4317,Paid Search;Direct,2,0,0.0
4318,Paid Search;Email;Paid Search;Paid Search;Social Media;Organic Search,6,1,45.12
4319,Social Media;Direct;Organic Search,3,0,0.0
4320,Organic Search;Paid Search,2,0,0.0
4321,Paid Search;Paid Search;Paid Search;Display;Social Media;Direct;Social Media;Social Media;Display;Paid Search;Organic Search;Email,12,0,0.0
4322,Paid Search;Direct;Paid Search;Social Media;Email;Paid Search;Email;Organic Search,8,0,0.0
4323,Display;Email;Display;Social Media;Paid Search;Paid Search,6,0,0.0
4324,Social Media;Email;Paid Search,3,0,0.0
4325,Organic Search,1,1,32.37
4326,Direct;Paid Search,2,0,0.0
4327,Organic Search;Organic Search,2,0,0.0
4328,Organic Search,1,0,0.0
4329,Organic Search;Email;Email;Email;Organic Search;Paid Search;Paid Search;Email;Direct;Paid Search,10,1,35.55
4330,Direct;Email;Email;Paid Search;Paid Search;Direct,6,1,78.84
4331,Paid Search;Direct,2,0,0.0
4332,Organic Search;Paid Search,2,1,38.19
4333,Direct;Paid Search;Email;Paid Search;Social Media;Paid Search,6,1,14.5
4334,Direct;Organic Search,2,0,0.0
4335,Paid Search,1,0,0.0
4336,Organic Search;Direct,2,0,0.0
4337,Organic Search;Paid Search;Email;Paid Search,4,0,0.0
4338,Direct,1,0,0.0
4339,Direct;Organic Search,2,0,0.0
4340,Social Media,1,0,0.0
4341,Paid Search,1,0,0.0
4342,Organic Search;Display;Direct;Paid Search;Organic Search,5,0,0.0
4343,Social Media;Social Media;Paid Search,3,0,0.0
4344,Direct,1,0,0.0
4345,Direct;Organic Search,2,0,0.0
4346,Organic Search;Paid Search;Display;Email;Paid Search;Paid Search,6,0,0.0
4347,Organic Search;Paid Search,2,0,0.0
4348,Paid Search;Display;Social Media;Social Media;Paid Search;Email;Email;Organic Search,8,1,30.36
4349,Paid Search;Paid Search;Direct,3,0,0.0
4350,Organic Search;Organic Search;Email;Social Media;Organic Search,5,1,119.93
4351,Paid Search,1,0,0.0
4352,Organic Search;Email;Social Media;Social Media;Paid Search,5,0,0.0
4353,Social Media;Display;Email;Email;Paid Search,5,0,0.0
4354,Social Media;Direct;Direct,3,0,0.0
4355,Paid Search;Direct,2,0,0.0
4356,Paid Search;Display;Email;Paid Search,4,0,0.0
4357,Organic Search;Direct,2,0,0.0
4358,Display;Paid Search;Email;Social Media;Paid Search,5,0,0.0
4359,Direct;Paid Search;Organic Search;Display;Paid Search;Social Media;Social Media;Paid Search;Social Media;Direct,10,0,0.0
4360,Direct,1,0,0.0
4361,Display;Direct,2,0,0.0
4362,Display;Paid Search;Direct;Email;Email;Organic Search,6,0,0.0
4363,Paid Search,1,0,0.0
4364,Paid Search;Social Media;Social Media;Social Media;Direct,5,0,0.0
4365,Email;Paid Search;Organic Search,3,0,0.0
4366,Organic Search;Direct,2,0,0.0
4367,Paid Search;Paid Search;Email;Direct,4,0,0.0
4368,Paid Search,1,0,0.0
4369,Social Media;Social Media;Email;Social Media;Paid Search,5,0,0.0
4370,Email,1,0,0.0
4371,Direct,1,0,0.0
4372,Organic Search;Direct;Display;Email;Email;Paid Search,6,1,72.97
4373,Organic Search;Organic Search;Direct;Paid Search,4,0,0.0
4374,Paid Search,1,1,17.85
4375,Organic Search,1,0,0.0
4376,Organic Search;Email;Email,3,0,0.0
4377,Paid Search,1,0,0.0
4378,Organic Search;Display;Paid Search,3,0,0.0
4379,Social Media,1,0,0.0
4380,Social Media;Email;Paid Search;Display;Organic Search;Organic Search;Social Media;Organic Search,8,0,0.0
4381,Display;Display;Social Media;Paid Search,4,0,0.0
4382,Paid Search;Email,2,0,0.0
4383,Paid Search,1,1,25.77
4384,Display;Social Media;Direct,3,0,0.0
4385,Display,1,0,0.0
4386,Organic Search,1,0,0.0
4387,Paid Search;Social Media;Social Media;Social Media;Display;Paid Search,6,0,0.0
4388,Direct;Social Media,2,0,0.0
4389,Organic Search;Display;Organic Search,3,0,0.0
4390,Direct,1,0,0.0
4391,Direct;Direct,2,0,0.0
4392,Email;Email;Paid Search,3,0,0.0
4393,Paid Search;Email;Display,3,0,0.0
4394,Paid Search;Paid Search;Social Media;Email;Paid Search,5,0,0.0
4395,Display,1,0,0.0
4396,Social Media,1,0,0.0
4397,Direct,1,0,0.0
4398,Organic Search,1,0,0.0
4399,Direct;Direct,2,0,0.0
4400,Paid Search,1,0,0.0
4401,Paid Search,1,0,0.0
4402,Display;Display;Paid Search;Organic Search;Social Media;Email;Paid Search,7,0,0.0
4403,Organic Search;Display;Paid Search;Social Media,4,0,0.0
4404,Organic Search;Organic Search;Email,3,0,0.0
4405,Organic Search;Email;Social Media;Paid Search,4,1,41.51
4406,Paid Search;Email;Social Media;Organic Search,4,0,0.0
4407,Display;Email;Organic Search;Organic Search;Email;Paid Search,6,0,0.0
4408,Paid Search;Social Media;Display;Paid Search,4,0,0.0
4409,Display,1,0,0.0
4410,Organic Search;Email;Display;Paid Search;Social Media,5,0,0.0
4411,Organic Search;Display;Organic Search,3,0,0.0
4412,Display;Display;Paid Search;Paid Search,4,0,0.0
4413,Direct;Direct,2,0,0.0
4414,Direct;Email;Paid Search;Social Media,4,0,0.0
4415,Paid Search,1,0,0.0
4416,Organic Search;Direct,2,1,41.84
4417,Organic Search;Display;Paid Search,3,0,0.0
4418,Organic Search;Paid Search;Display;Email,4,1,5.69
4419,Organic Search,1,1,78.86
4420,Paid Search;Organic Search,2,1,15.2
4421,Display;Paid Search;Display;Paid Search,4,0,0.0
4422,Paid Search;Display;Paid Search;Display,4,0,0.0
4423,Organic Search,1,0,0.0
4424,Direct,1,0,0.0
4425,Paid Search,1,1,9.96
4426,Social Media;Email;Organic Search;Organic Search,4,0,0.0
4427,Paid Search;Email;Organic Search;Paid Search,4,0,0.0
4428,Display;Social Media;Direct;Display;Social Media;Display;Social Media;Organic Search;Display;Social Media,10,0,0.0
4429,Organic Search,1,0,0.0
4430,Paid Search;Direct,2,0,0.0
4431,Social Media,1,0,0.0
4432,Display;Direct,2,0,0.0
4433,Display;Organic Search,2,0,0.0
4434,Paid Search,1,0,0.0
4435,Organic Search;Direct,2,0,0.0
4436,Organic Search;Display;Organic Search;Direct,4,0,0.0
4437,Organic Search;Email;Display;Display;Social Media;Social Media;Organic Search;Social Media,8,0,0.0
4438,Social Media;Display;Social Media;Organic Search,4,0,0.0
4439,Paid Search,1,0,0.0
4440,Display;Email;Display;Direct,4,1,23.37
4441,Paid Search,1,0,0.0
4442,Direct;Social Media;Email;Organic Search;Display;Paid Search,6,0,0.0
4443,Social Media;Organic Search;Email;Display;Display;Email,6,1,30.85
4444,Email;Email;Social Media;Paid Search,4,0,0.0
4445,Paid Search;Social Media;Email;Email;Paid Search;Display;Direct,7,0,0.0
4446,Organic Search,1,0,0.0
4447,Organic Search;Email;Display,3,0,0.0
4448,Organic Search,1,0,0.0
4449,Direct,1,0,0.0
4450,Organic Search,1,0,0.0
4451,Direct;Email;Social Media;Paid Search;Email,5,0,0.0
4452,Direct,1,0,0.0
4453,Display;Paid Search;Direct,3,1,51.09
4454,Paid Search,1,0,0.0
4455,Paid Search,1,0,0.0
4456,Social Media;Paid Search,2,0,0.0
4457,Organic Search;Paid Search,2,0,0.0
4458,Paid Search,1,0,0.0
4459,Organic Search,1,0,0.0
4460,Direct,1,0,0.0
4461,Social Media;Email;Direct,3,0,0.0
4462,Direct,1,0,0.0
4463,Social Media;Display,2,0,0.0
4464,Organic Search,1,0,0.0
4465,Paid Search,1,0,0.0
4466,Direct,1,0,0.0
4467,Organic Search;Direct;Display;Social Media;Display;Paid Search,6,0,0.0
4468,Organic Search,1,0,0.0
4469,Email,1,0,0.0
4470,Paid Search;Direct;Organic Search;Paid Search;Organic Search,5,0,0.0
4471,Direct,1,0,0.0
4472,Paid Search,1,0,0.0
4473,Direct;Display;Social Media;Email;Email;Paid Search,6,0,0.0
4474,Direct;Paid Search,2,0,0.0
4475,Organic Search,1,0,0.0
4476,Organic Search;Paid Search,2,0,0.0
4477,Direct,1,0,0.0
4478,Paid Search,1,0,0.0
4479,Organic Search,1,0,0.0
4480,Social Media,1,0,0.0
4481,Organic Search,1,0,0.0
4482,Paid Search,1,0,0.0
4483,Social Media;Direct,2,0,0.0
4484,Paid Search;Display;Direct;Direct;Social Media,5,0,0.0
4485,Organic Search;Display;Paid Search,3,0,0.0
4486,Display,1,0,0.0
4487,Email,1,0,0.0
4488,Display;Display;Social Media;Display;Email;Direct,6,1,18.5
4489,Display;Paid Search;Organic Search,3,0,0.0
4490,Paid Search;Organic Search,2,0,0.0
4491,Paid Search;Direct,2,0,0.0
4492,Direct,1,0,0.0
4493,Organic Search;Display;Display;Organic Search,4,0,0.0
4494,Social Media,1,0,0.0
4495,Direct,1,1,28.04
4496,Organic Search;Email;Paid Search,3,0,0.0
4497,Organic Search;Social Media,2,0,0.0
4498,Organic Search;Social Media;Direct,3,0,0.0
4499,Organic Search;Paid Search;Display;Paid Search;Organic Search;Organic Search;Social Media;Display;Paid Search;Email;Direct,11,0,0.0
4500,Paid Search;Organic Search,2,0,0.0
4501,Organic Search;Display;Organic Search;Paid Search;Display;Social Media,6,0,0.0
4502,Direct,1,0,0.0
4503,Paid Search,1,1,86.63
4504,Paid Search,1,0,0.0
4505,Email,1,0,0.0
4506,Paid Search,1,0,0.0
4507,Direct;Direct;Direct;Social Media;Social Media;Direct;Email;Display;Organic Search,9,0,0.0
4508,Social Media,1,0,0.0
4509,Display;Paid Search;Social Media;Direct;Paid Search,5,0,0.0
4510,Social Media,1,0,0.0
4511,Social Media;Direct,2,0,0.0
4512,Direct,1,0,0.0
4513,Display,1,0,0.0
4514,Social Media;Social Media;Email;Email;Display,5,0,0.0
4515,Paid Search;Social Media;Paid Search,3,1,51.28
4516,Email,1,0,0.0
4517,Organic Search;Email;Direct,3,0,0.0
4518,Direct;Email;Social Media;Display;Email,5,0,0.0
4519,Email,1,0,0.0
4520,Social Media;Paid Search,2,0,0.0
4521,Display;Direct;Organic Search;Paid Search;Social Media;Social Media,6,1,77.35
4522,Paid Search;Email,2,0,0.0
4523,Direct,1,0,0.0
4524,Direct,1,0,0.0
4525,Email;Direct,2,0,0.0
4526,Paid Search;Email;Social Media,3,0,0.0
4527,Organic Search,1,0,0.0
4528,Direct,1,0,0.0
4529,Paid Search,1,0,0.0
4530,Social Media;Direct,2,0,0.0
4531,Email,1,0,0.0
4532,Organic Search;Direct,2,0,0.0
4533,Display;Paid Search,2,0,0.0
4534,Direct,1,0,0.0
4535,Email;Social Media,2,0,0.0
4536,Social Media;Display;Organic Search;Email;Email;Email;Paid Search,7,0,0.0
4537,Organic Search,1,0,0.0
4538,Email;Organic Search,2,0,0.0
4539,Direct;Direct,2,0,0.0
4540,Paid Search;Email;Social Media,3,0,0.0
4541,Display;Email;Social Media;Direct,4,0,0.0
4542,Direct,1,0,0.0
4543,Email;Display;Organic Search,3,1,17.8
4544,Email;Paid Search;Email;Organic Search;Paid Search,5,1,19.36
4545,Social Media,1,0,0.0
4546,Display;Email;Paid Search;Social Media;Email;Display;Organic Search;Direct,8,0,0.0
4547,Social Media;Social Media;Social Media;Email;Direct,5,0,0.0
4548,Paid Search;Email;Organic Search;Organic Search,4,0,0.0
4549,Paid Search;Paid Search,2,0,0.0
4550,Social Media;Paid Search;Email;Direct,4,0,0.0
4551,Organic Search;Paid Search;Email;Social Media;Direct,5,0,0.0
4552,Direct;Display;Direct,3,0,0.0
4553,Paid Search;Email;Social Media;Display;Direct,5,0,0.0
4554,Display;Paid Search;Display;Email;Display;Direct;Social Media;Social Media;Organic Search,9,0,0.0
4555,Organic Search;Direct,2,0,0.0
4556,Organic Search;Email,2,0,0.0
4557,Social Media,1,0,0.0
4558,Organic Search,1,0,0.0
4559,Paid Search;Social Media;Display;Organic Search;Paid Search,5,0,0.0
4560,Organic Search;Email;Social Media;Paid Search,4,0,0.0
4561,Paid Search;Paid Search;Social Media;Display;Email;Social Media;Social Media;Email;Paid Search,9,0,0.0
4562,Organic Search;Direct,2,0,0.0
4563,Organic Search;Social Media;Paid Search,3,0,0.0
4564,Organic Search;Direct,2,0,0.0
4565,Organic Search,1,0,0.0
4566,Social Media;Email;Display;Social Media;Social Media;Social Media;Email;Display;Organic Search;Email;Display;Paid Search,12,0,0.0
4567,Paid Search;Direct,2,0,0.0
4568,Paid Search,1,0,0.0
4569,Direct,1,0,0.0
4570,Organic Search;Social Media;Social Media;Organic Search,4,1,12.98
4571,Direct;Email;Social Media,3,0,0.0
4572,Paid Search,1,1,35.51
4573,Social Media;Direct,2,0,0.0
4574,Social Media;Organic Search;Direct;Direct;Email;Organic Search,6,1,46.31
4575,Organic Search,1,0,0.0
4576,Display;Social Media;Email;Social Media;Direct;Organic Search,6,0,0.0
4577,Direct,1,0,0.0
4578,Paid Search;Email;Paid Search,3,0,0.0
4579,Display,1,0,0.0
4580,Email;Social Media;Direct,3,0,0.0
4581,Organic Search;Display;Display,3,0,0.0
4582,Social Media;Social Media;Social Media,3,0,0.0
4583,Display,1,0,0.0
4584,Direct;Direct,2,1,44.82
4585,Paid Search;Email;Direct,3,0,0.0
4586,Social Media;Social Media;Organic Search,3,0,0.0
4587,Paid Search;Display;Organic Search;Direct,4,0,0.0
4588,Organic Search;Organic Search,2,0,0.0
4589,Organic Search,1,0,0.0
4590,Paid Search;Social Media;Organic Search,3,0,0.0
4591,Organic Search;Social Media;Social Media;Paid Search;Social Media;Organic Search;Social Media;Direct,8,0,0.0
4592,Display,1,0,0.0
4593,Organic Search;Email;Direct,3,0,0.0
4594,Social Media;Direct,2,0,0.0
4595,Organic Search;Social Media;Email,3,0,0.0
4596,Paid Search,1,0,0.0
4597,Organic Search;Organic Search,2,0,0.0
4598,Direct,1,0,0.0
4599,Organic Search;Organic Search;Display;Paid Search,4,0,0.0
4600,Organic Search,1,1,77.27
4601,Organic Search,1,0,0.0
4602,Paid Search;Email;Email;Paid Search;Paid Search;Paid Search;Email;Direct,8,0,0.0
4603,Email;Display;Paid Search;Email;Email;Paid Search,6,0,0.0
4604,Organic Search,1,0,0.0
4605,Direct,1,0,0.0
4606,Email;Social Media;Direct,3,0,0.0
4607,Organic Search;Social Media;Email;Display;Email;Social Media;Display;Paid Search;Paid Search,9,0,0.0
4608,Organic Search;Organic Search;Email;Paid Search,4,0,0.0
4609,Organic Search;Paid Search,2,0,0.0
4610,Organic Search;Social Media;Paid Search,3,0,0.0
4611,Organic Search;Direct;Paid Search;Social Media,4,0,0.0
4612,Paid Search;Display;Paid Search,3,0,0.0
4613,Organic Search;Social Media;Paid Search;Display;Paid Search,5,0,0.0
4614,Display;Social Media,2,0,0.0
4615,Direct,1,0,0.0
4616,Email;Email;Paid Search,3,0,0.0
4617,Email,1,0,0.0
4618,Paid Search,1,0,0.0
4619,Paid Search;Social Media;Organic Search;Direct;Social Media;Display,6,0,0.0
4620,Organic Search;Social Media;Organic Search;Direct,4,0,0.0
4621,Organic Search;Paid Search;Social Media,3,0,0.0
4622,Display,1,0,0.0
4623,Display;Email;Organic Search;Paid Search,4,1,54.19
4624,Paid Search,1,0,0.0
4625,Social Media,1,0,0.0
4626,Organic Search;Social Media;Email;Direct;Direct,5,1,46.54
4627,Social Media;Organic Search,2,0,0.0
4628,Paid Search;Direct;Organic Search;Email;Email;Display;Email,7,0,0.0
4629,Direct,1,0,0.0
4630,Organic Search;Direct,2,0,0.0
4631,Paid Search;Paid Search,2,0,0.0
4632,Organic Search;Paid Search;Paid Search;Social Media;Email;Paid Search,6,0,0.0
4633,Organic Search,1,0,0.0
4634,Paid Search,1,0,0.0
4635,Display,1,0,0.0
4636,Social Media,1,0,0.0
4637,Display;Direct,2,1,34.59
4638,Social Media;Display;Email;Paid Search;Display;Paid Search;Social Media;Display;Paid Search;Social Media;Social Media;Paid Search,12,0,0.0
4639,Paid Search;Email;Direct;Email,4,0,0.0
4640,Organic Search,1,0,0.0
4641,Paid Search;Direct,2,0,0.0
4642,Direct,1,0,0.0
4643,Social Media;Paid Search;Direct,3,0,0.0
4644,Direct;Email;Display;Email;Organic Search;Paid Search;Paid Search,7,0,0.0
4645,Email;Paid Search;Social Media;Social Media,4,0,0.0
4646,Display;Email;Email;Direct,4,1,19.31
4647,Paid Search,1,0,0.0
4648,Organic Search;Email;Paid Search,3,1,18.84
4649,Organic Search,1,0,0.0
4650,Display;Social Media,2,0,0.0
4651,Organic Search,1,0,0.0
4652,Organic Search,1,0,0.0
4653,Paid Search;Social Media;Social Media,3,0,0.0
4654,Organic Search;Direct,2,0,0.0
4655,Direct;Organic Search,2,0,0.0
4656,Social Media;Paid Search,2,0,0.0
4657,Direct;Direct,2,0,0.0
4658,Paid Search;Paid Search;Paid Search;Paid Search;Email;Paid Search,6,0,0.0
4659,Display;Email;Direct;Organic Search,4,0,0.0
4660,Organic Search,1,0,0.0
4661,Direct,1,0,0.0
4662,Paid Search,1,0,0.0
4663,Display;Paid Search;Social Media;Display;Display;Organic Search,6,0,0.0
4664,Direct,1,1,72.39
4665,Organic Search;Display;Email;Social Media;Direct;Display;Email,7,1,16.4
4666,Email,1,0,0.0
4667,Paid Search;Organic Search,2,1,37.29
4668,Display;Direct,2,0,0.0
4669,Paid Search;Display,2,0,0.0
4670,Display;Direct,2,0,0.0
4671,Organic Search,1,0,0.0
4672,Direct;Paid Search,2,0,0.0
4673,Paid Search,1,0,0.0
4674,Social Media,1,0,0.0
4675,Organic Search;Direct,2,1,31.32
4676,Paid Search,1,0,0.0
4677,Organic Search,1,0,0.0
4678,Direct,1,0,0.0
4679,Email,1,0,0.0
4680,Social Media,1,0,0.0
4681,Paid Search,1,0,0.0
4682,Social Media,1,0,0.0
4683,Display;Display;Direct,3,0,0.0
4684,Organic Search;Paid Search,2,0,0.0
4685,Organic Search;Display;Display;Social Media;Organic Search,5,0,0.0
4686,Organic Search,1,0,0.0
4687,Organic Search;Email,2,0,0.0
4688,Organic Search;Direct,2,0,0.0
4689,Direct;Email;Social Media;Display;Organic Search,5,1,104.0
4690,Direct;Display;Direct,3,0,0.0
4691,Organic Search;Email;Email;Display;Display;Email;Social Media;Email;Email;Direct,10,0,0.0
4692,Social Media,1,0,0.0
4693,Display;Social Media,2,0,0.0
4694,Display;Paid Search;Direct;Organic Search,4,0,0.0
4695,Organic Search;Organic Search;Paid Search;Email;Direct,5,1,22.47
4696,Paid Search;Social Media;Paid Search;Paid Search;Social Media;Social Media,6,0,0.0
4697,Organic Search;Direct,2,0,0.0
4698,Email,1,0,0.0
4699,Social Media;Social Media;Direct;Paid Search;Display,5,1,70.53
4700,Social Media;Paid Search;Email;Paid Search;Display;Display;Social Media;Paid Search;Organic Search;Organic Search;Social Media;Paid Search,12,0,0.0
4701,Organic Search;Social Media;Organic Search,3,0,0.0
4702,Display,1,0,0.0
4703,Organic Search;Social Media,2,0,0.0
4704,Organic Search;Paid Search,2,1,44.79
4705,Organic Search;Direct;Display;Organic Search,4,0,0.0
4706,Organic Search,1,0,0.0
4707,Paid Search,1,0,0.0
4708,Direct;Social Media,2,0,0.0
4709,Paid Search;Direct,2,0,0.0
4710,Organic Search;Paid Search,2,0,0.0
4711,Display,1,0,0.0
4712,Direct;Email;Direct;Display;Organic Search;Display;Display;Social Media,8,1,13.51
4713,Paid Search;Paid Search,2,0,0.0
4714,Direct,1,1,130.36
4715,Organic Search;Email;Display;Email;Organic Search;Direct,6,0,0.0
4716,Organic Search;Email;Social Media;Organic Search;Social Media;Social Media,6,0,0.0
4717,Paid Search;Paid Search;Organic Search;Email;Direct;Organic Search;Paid Search;Paid Search;Email;Social Media;Display;Direct,12,0,0.0
4718,Paid Search;Direct,2,0,0.0
4719,Organic Search,1,1,15.07
4720,Organic Search,1,0,0.0
4721,Email,1,0,0.0
4722,Organic Search;Organic Search;Organic Search;Organic Search,4,0,0.0
4723,Direct,1,0,0.0
4724,Display;Paid Search;Direct;Social Media;Email;Email;Organic Search;Email;Social Media;Email;Email;Paid Search,12,0,0.0
4725,Paid Search,1,0,0.0
4726,Social Media;Social Media;Display;Email;Direct;Paid Search;Social Media;Direct,8,0,0.0
4727,Organic Search,1,0,0.0
4728,Social Media;Social Media;Organic Search;Email;Organic Search;Direct,6,0,0.0
4729,Organic Search;Social Media;Direct,3,1,26.93
4730,Direct,1,0,0.0
4731,Organic Search;Email;Display;Social Media;Social Media,5,0,0.0
4732,Direct,1,0,0.0
4733,Social Media,1,0,0.0
4734,Organic Search,1,1,20.61
4735,Social Media,1,0,0.0
4736,Direct,1,0,0.0
4737,Email;Display;Organic Search,3,0,0.0
4738,Paid Search,1,0,0.0
4739,Social Media;Paid Search,2,0,0.0
4740,Paid Search,1,0,0.0
4741,Social Media;Paid Search,2,1,21.79
4742,Paid Search;Display;Paid Search;Email;Organic Search,5,0,0.0
4743,Direct;Direct,2,0,0.0
4744,Paid Search;Direct,2,0,0.0
4745,Social Media;Social Media;Social Media;Direct,4,0,0.0
4746,Direct,1,0,0.0
4747,Organic Search;Email;Display;Organic Search;Social Media;Organic Search,6,0,0.0
4748,Display;Paid Search,2,0,0.0
4749,Organic Search;Email;Display,3,0,0.0
4750,Display;Organic Search,2,1,23.3
4751,Paid Search;Organic Search;Social Media;Paid Search,4,1,55.82
4752,Organic Search;Social Media;Organic Search;Organic Search;Display;Social Media;Paid Search,7,1,84.15
4753,Direct;Paid Search;Paid Search;Direct;Paid Search,5,0,0.0
4754,Organic Search;Direct,2,0,0.0
4755,Direct,1,0,0.0
4756,Paid Search,1,0,0.0
4757,Paid Search;Organic Search;Paid Search,3,0,0.0
4758,Display;Social Media;Social Media;Paid Search;Direct,5,0,0.0
