date,geo,revenue,tv_spend,tv_impressions,tv_cpm,digital_spend,digital_impressions,digital_cpm,social_spend,social_impressions,social_cpm,search_spend,search_impressions,search_cpm,display_spend,display_impressions,display_cpm,price_index,competitor_spend
2022-02-07,west,999.49,153.42,5453.0,28.13,135.97,15285.0,8.9,0.0,0.0,7.11,128.32,7399.0,17.34,39.14,8428.0,4.64,100.52,159.37
2022-02-14,west,996.43,0.0,0.0,28.48,85.67,9561.0,8.96,34.41,4750.0,7.24,83.57,4529.0,18.45,0.0,0.0,4.6,100.14,177.53
2022-02-21,west,994.2,107.55,3961.0,27.15,125.33,13689.0,9.16,0.0,0.0,7.06,151.88,8248.0,18.42,30.62,6814.0,4.49,99.57,352.37
2022-02-28,west,1012.69,120.56,4642.0,25.97,62.45,6381.0,9.79,99.18,13797.0,7.19,145.07,7769.0,18.67,0.0,0.0,4.58,99.73,297.34
2022-03-07,west,1047.61,214.48,8144.0,26.34,175.49,18300.0,9.59,40.14,5341.0,7.51,77.34,4203.0,18.4,44.78,9746.0,4.59,99.09,203.67
2022-03-14,west,1031.89,0.0,0.0,27.1,71.07,7125.0,9.97,73.18,9648.0,7.58,119.19,6411.0,18.59,20.71,4380.0,4.73,98.88,272.68
2022-03-21,west,1073.82,197.34,7149.0,27.6,133.54,12745.0,10.48,70.79,9053.0,7.82,87.87,4906.0,17.91,40.92,8611.0,4.75,98.39,261.62
2022-03-28,west,1081.34,267.96,9617.0,27.86,80.4,7785.0,10.33,84.01,11038.0,7.61,106.16,5988.0,17.73,35.51,7394.0,4.8,98.66,287.24
2022-04-04,west,1038.14,186.96,6470.0,28.89,142.72,13915.0,10.26,0.0,0.0,7.62,71.0,4175.0,17.01,0.0,0.0,4.58,99.56,180.51
2022-04-11,west,1117.83,240.55,8473.0,28.39,150.54,15163.0,9.93,79.66,10673.0,7.46,113.09,6522.0,17.34,80.62,16655.0,4.84,98.91,326.61
2022-04-18,west,1047.47,245.3,8449.0,29.03,136.89,13933.0,9.82,75.86,9982.0,7.6,129.21,7326.0,17.64,35.69,7442.0,4.8,97.98,188.34
2022-04-25,west,996.97,0.0,0.0,27.45,129.11,13252.0,9.74,0.0,0.0,7.55,136.24,8194.0,16.63,0.0,0.0,4.86,97.92,276.27
2022-05-02,west,1078.33,169.69,6417.0,26.44,165.81,16854.0,9.84,0.0,0.0,7.63,140.12,8180.0,17.13,0.0,0.0,4.69,97.93,110.06
2022-05-09,west,1012.72,0.0,0.0,24.73,58.38,5818.0,10.03,41.99,5393.0,7.78,157.6,8647.0,18.23,0.0,0.0,4.68,98.04,193.29
2022-05-16,west,1040.49,110.42,4573.0,24.15,91.68,9490.0,9.66,0.0,0.0,7.83,89.74,4994.0,17.97,0.0,0.0,4.43,97.82,187.23
2022-05-23,west,930.17,0.0,0.0,23.68,80.77,9032.0,8.94,95.36,12308.0,7.75,78.68,4545.0,17.31,0.0,0.0,4.41,97.71,233.6
2022-05-30,west,1083.64,0.0,0.0,23.28,178.42,20378.0,8.76,93.44,12685.0,7.37,153.83,8334.0,18.46,68.58,16053.0,4.27,97.9,122.36
2022-06-06,west,1011.49,299.23,13129.0,22.79,99.4,11514.0,8.63,0.0,0.0,7.2,80.27,4629.0,17.34,0.0,0.0,4.18,98.42,297.57
2022-06-13,west,941.15,0.0,0.0,21.62,144.7,17058.0,8.48,104.26,15089.0,6.91,161.75,9558.0,16.92,0.0,0.0,4.16,97.44,164.39
2022-06-20,west,924.06,262.48,12542.0,20.93,138.38,16921.0,8.18,38.86,5837.0,6.66,145.94,8811.0,16.56,60.74,15554.0,3.9,97.26,279.72
2022-06-27,west,1013.84,0.0,0.0,19.45,75.99,9524.0,7.98,52.91,8269.0,6.4,110.04,6564.0,16.76,81.95,22039.0,3.72,97.36,315.77
2022-07-04,west,909.95,0.0,0.0,19.67,79.55,9814.0,8.11,0.0,0.0,6.03,154.22,9375.0,16.45,65.12,17795.0,3.66,96.9,263.94
2022-07-11,west,875.02,217.46,11505.0,18.9,85.13,10705.0,7.95,0.0,0.0,5.52,68.09,4333.0,15.72,0.0,0.0,3.78,97.77,312.99
2022-07-18,west,826.42,276.87,15334.0,18.06,102.27,13416.0,7.62,48.45,9243.0,5.24,85.9,5801.0,14.81,52.13,14287.0,3.65,97.45,299.79
2022-07-25,west,889.93,179.83,9796.0,18.36,78.93,10844.0,7.28,70.94,13882.0,5.11,114.82,8082.0,14.21,25.73,7146.0,3.6,97.43,231.38
2022-08-01,west,863.02,219.28,12785.0,17.15,50.59,7204.0,7.02,63.11,13260.0,4.76,87.08,6514.0,13.37,0.0,0.0,3.48,97.71,344.36
2022-08-08,west,914.16,224.52,13948.0,16.1,164.08,22913.0,7.16,118.71,25681.0,4.62,136.42,10498.0,13.0,0.0,0.0,3.58,97.41,224.0
2022-08-15,west,817.4,181.15,11961.0,15.14,175.46,25339.0,6.92,29.37,6172.0,4.76,59.71,4806.0,12.42,57.1,17282.0,3.3,96.49,292.1
2022-08-22,west,787.28,125.44,8518.0,14.73,93.09,13804.0,6.74,0.0,0.0,4.78,100.09,8647.0,11.57,49.84,15437.0,3.23,96.28,334.25
2022-08-29,west,855.73,0.0,0.0,14.58,92.68,14272.0,6.49,29.07,5924.0,4.91,102.31,8712.0,11.74,59.09,19665.0,3.0,96.79,245.27
2022-09-05,west,867.65,99.4,6803.0,14.61,48.94,7437.0,6.58,84.08,17273.0,4.87,106.37,9379.0,11.34,18.66,6830.0,2.73,96.62,224.65
2022-09-12,west,770.72,274.2,17654.0,15.53,137.79,20065.0,6.87,29.23,5893.0,4.96,72.69,6765.0,10.74,30.86,11375.0,2.71,96.2,258.74
2022-09-19,west,861.83,0.0,0.0,14.35,156.96,22816.0,6.88,104.3,21740.0,4.8,81.16,7682.0,10.57,50.43,18730.0,2.69,96.66,340.4
2022-09-26,west,798.16,139.15,9591.0,14.51,67.35,9837.0,6.85,0.0,0.0,4.67,120.0,11417.0,10.51,0.0,0.0,2.65,96.5,362.21
2022-10-03,west,850.28,246.15,17294.0,14.23,69.08,10102.0,6.84,74.59,17376.0,4.29,66.91,6724.0,9.95,0.0,0.0,2.64,96.24,264.45
2022-10-10,west,819.88,161.28,11505.0,14.02,152.29,23866.0,6.38,77.91,17472.0,4.46,118.62,11775.0,10.07,0.0,0.0,2.9,96.32,286.99
2022-10-17,west,728.57,0.0,0.0,13.86,129.35,19680.0,6.57,40.4,8588.0,4.7,97.41,9906.0,9.83,65.17,22490.0,2.9,96.7,339.96
2022-10-24,west,828.47,0.0,0.0,13.65,53.92,8075.0,6.68,42.98,9181.0,4.68,114.49,10931.0,10.47,57.85,19431.0,2.98,97.89,142.42
2022-10-31,west,886.06,291.79,20004.0,14.59,130.18,18940.0,6.87,54.61,11567.0,4.72,111.44,10307.0,10.81,37.73,12716.0,2.97,98.31,170.98
2022-11-07,west,795.4,0.0,0.0,18.14,101.18,12401.0,8.16,80.98,14467.0,5.6,70.06,5407.0,12.96,0.0,0.0,3.63,98.89,283.07
2022-11-14,west,909.73,0.0,0.0,18.51,122.2,14858.0,8.22,44.17,7651.0,5.77,101.74,7875.0,12.92,32.37,8807.0,3.68,98.63,309.6
2022-11-21,west,930.21,178.98,9083.0,19.71,189.08,22770.0,8.3,35.17,5762.0,6.1,129.05,9803.0,13.16,0.0,0.0,3.71,98.12,317.94
2022-11-28,west,861.89,251.52,13041.0,19.29,174.71,19923.0,8.77,117.13,19743.0,5.93,92.84,6761.0,13.73,0.0,0.0,4.01,98.15,213.61
2022-12-05,west,1044.89,125.35,6595.0,19.01,123.58,13897.0,8.89,26.11,4239.0,6.16,142.14,10100.0,14.07,42.54,9976.0,4.26,98.21,138.47
2022-12-12,west,950.96,0.0,0.0,18.28,234.62,24144.0,9.72,0.0,0.0,6.27,97.91,6821.0,14.35,19.71,4483.0,4.4,97.67,226.28
2022-12-19,west,1021.25,0.0,0.0,18.39,137.93,13641.0,10.11,99.65,15416.0,6.46,71.06,4811.0,14.77,32.64,7745.0,4.21,97.58,181.7
2022-12-26,west,1013.87,215.67,11364.0,18.98,169.33,16939.0,10.0,52.53,7803.0,6.73,95.62,6418.0,14.9,0.0,0.0,4.28,97.78,201.97
2023-01-02,west,972.71,0.0,0.0,17.0,111.87,12581.0,8.89,37.02,6193.0,5.98,151.36,11495.0,13.17,0.0,0.0,4.15,97.96,323.52
2023-01-09,west,977.3,201.68,11466.0,17.59,166.47,18532.0,8.98,37.98,6187.0,6.14,92.33,7246.0,12.74,0.0,0.0,4.24,98.21,162.39
2023-01-16,west,947.6,0.0,0.0,17.35,167.82,19395.0,8.65,0.0,0.0,6.28,148.48,11000.0,13.5,0.0,0.0,4.51,98.36,348.65
2023-01-23,west,948.74,0.0,0.0,18.25,59.54,6385.0,9.33,85.71,12915.0,6.64,152.29,10886.0,13.99,18.66,3856.0,4.84,98.1,257.78
2023-01-30,west,1031.29,242.49,12864.0,18.85,171.62,17575.0,9.76,99.14,14389.0,6.89,100.14,7146.0,14.01,23.59,4725.0,4.99,97.85,302.38
2023-02-06,west,962.15,0.0,0.0,19.71,156.97,15462.0,10.15,114.0,16064.0,7.1,73.79,4861.0,15.18,71.3,14312.0,4.98,97.25,183.88
2023-02-13,west,1052.26,0.0,0.0,19.01,152.45,14638.0,10.41,90.43,12967.0,6.97,142.44,9169.0,15.54,0.0,0.0,4.73,98.14,245.06
2023-02-20,west,998.2,0.0,0.0,19.54,74.52,7324.0,10.17,0.0,0.0,7.02,100.0,6520.0,15.34,78.4,15955.0,4.91,98.15,185.97
2023-02-27,west,1072.03,0.0,0.0,19.16,154.28,15146.0,10.19,47.37,6466.0,7.33,151.85,9501.0,15.98,0.0,0.0,4.87,98.03,394.18
2023-03-06,west,1053.39,0.0,0.0,19.17,160.22,15141.0,10.58,104.85,14114.0,7.43,116.11,7087.0,16.38,63.09,12721.0,4.96,97.57,354.81
2023-03-13,west,1075.77,139.0,7062.0,19.68,86.17,8320.0,10.36,44.09,5761.0,7.65,121.53,7257.0,16.75,0.0,0.0,4.83,99.04,267.9
2023-03-20,west,1068.03,0.0,0.0,19.88,173.7,17964.0,9.67,30.96,3809.0,8.13,154.29,9264.0,16.66,0.0,0.0,4.82,98.5,206.84
2023-03-27,west,996.66,224.12,11516.0,19.46,54.58,5659.0,9.65,91.51,10864.0,8.42,111.11,6553.0,16.96,73.8,15223.0,4.85,98.29,372.14
2023-04-03,west,1037.79,0.0,0.0,19.49,67.79,7047.0,9.62,0.0,0.0,8.46,117.92,6999.0,16.85,70.74,14453.0,4.89,98.49,225.42
2023-04-10,west,1097.09,0.0,0.0,18.59,118.96,12335.0,9.64,112.32,13502.0,8.32,110.43,6455.0,17.11,0.0,0.0,4.73,98.79,175.96
2023-04-17,west,1061.71,148.69,7760.0,19.16,124.0,12635.0,9.81,0.0,0.0,7.67,109.14,6785.0,16.09,0.0,0.0,4.88,99.27,267.42
2023-04-24,west,1092.37,0.0,0.0,18.91,133.16,13408.0,9.93,32.68,4313.0,7.58,125.99,7993.0,15.76,73.79,15513.0,4.76,100.18,354.36
2023-05-01,west,1082.67,232.53,12014.0,19.35,50.24,5071.0,9.91,114.99,15480.0,7.43,155.93,9489.0,16.43,0.0,0.0,4.48,100.43,125.28
2023-05-08,west,1021.25,187.41,9965.0,18.81,174.77,17238.0,10.14,48.82,6580.0,7.42,106.42,6713.0,15.85,0.0,0.0,4.41,99.9,179.18
2023-05-15,west,991.99,195.53,10727.0,18.23,53.89,5650.0,9.54,0.0,0.0,7.27,122.72,8006.0,15.33,0.0,0.0,4.34,99.77,346.22
2023-05-22,west,1032.4,0.0,0.0,17.49,66.88,7034.0,9.51,62.62,8853.0,7.07,136.76,9209.0,14.85,0.0,0.0,4.29,99.93,162.4
2023-05-29,west,930.0,0.0,0.0,17.59,49.85,5252.0,9.49,28.92,4402.0,6.57,93.18,6643.0,14.03,31.98,7312.0,4.37,100.96,150.25
2023-06-05,west,1061.0,0.0,0.0,16.83,122.83,13742.0,8.94,71.67,11482.0,6.24,92.68,7223.0,12.83,70.31,16566.0,4.24,100.26,262.96
2023-06-12,west,1004.83,299.11,17868.0,16.74,171.06,20527.0,8.33,35.84,5804.0,6.18,157.57,12678.0,12.43,30.34,7355.0,4.12,100.86,337.14
2023-06-19,west,1020.64,0.0,0.0,16.11,135.91,17131.0,7.93,62.49,9874.0,6.33,134.11,11038.0,12.15,22.4,5766.0,3.88,100.95,249.92
2023-06-26,west,879.22,0.0,0.0,14.76,156.59,20714.0,7.56,0.0,0.0,6.13,117.5,9966.0,11.79,0.0,0.0,3.87,101.37,379.86
2023-07-03,west,967.68,211.43,15013.0,14.08,49.75,6628.0,7.51,0.0,0.0,6.01,122.18,10722.0,11.4,0.0,0.0,3.78,101.32,310.26
2023-07-10,west,1018.25,283.02,21466.0,13.18,119.55,16727.0,7.15,101.1,16847.0,6.0,61.68,5573.0,11.07,0.0,0.0,3.62,100.9,171.13
2023-07-17,west,851.79,259.37,20273.0,12.79,108.66,16092.0,6.75,0.0,0.0,5.68,115.05,10401.0,11.06,0.0,0.0,3.31,101.27,397.39
2023-07-24,west,923.53,0.0,0.0,11.97,113.86,17718.0,6.43,59.19,10637.0,5.56,103.12,9672.0,10.66,0.0,0.0,3.35,101.6,262.12
2023-07-31,west,885.24,0.0,0.0,11.93,57.53,8927.0,6.44,59.84,11338.0,5.28,104.56,10288.0,10.16,54.6,17423.0,3.13,102.09,237.39
2023-08-07,west,814.79,0.0,0.0,11.55,138.35,22103.0,6.26,38.54,7329.0,5.26,86.45,8837.0,9.78,77.51,25931.0,2.99,102.08,305.34
2023-08-14,west,880.04,196.44,17584.0,11.17,114.43,18904.0,6.05,100.65,19598.0,5.14,61.08,6310.0,9.68,0.0,0.0,2.94,101.78,246.22
2023-08-21,west,876.74,0.0,0.0,11.1,149.0,25346.0,5.88,0.0,0.0,5.05,69.74,7088.0,9.84,18.6,6736.0,2.76,101.0,194.28
2023-08-28,west,828.78,190.64,17073.0,11.17,112.06,18767.0,5.97,42.28,8772.0,4.82,132.6,14055.0,9.43,22.98,8906.0,2.58,101.41,172.84
2023-09-04,west,874.09,146.15,13359.0,10.94,67.72,11831.0,5.72,59.21,12268.0,4.83,86.05,9277.0,9.28,34.52,14547.0,2.37,101.62,278.06
2023-09-11,west,760.41,0.0,0.0,10.52,133.57,22796.0,5.86,34.16,6756.0,5.06,90.1,9770.0,9.22,62.17,26053.0,2.39,101.14,367.52
2023-09-18,west,774.6,164.42,16680.0,9.86,70.75,12142.0,5.83,84.31,17392.0,4.85,55.58,6283.0,8.85,76.63,33025.0,2.32,100.87,299.62
2023-09-25,west,814.74,0.0,0.0,9.59,163.16,28338.0,5.76,35.65,7484.0,4.76,54.13,6160.0,8.79,48.36,19227.0,2.52,100.64,397.01
2023-10-02,west,832.19,204.74,21808.0,9.39,128.93,20825.0,6.19,0.0,0.0,4.79,109.52,13054.0,8.39,58.06,23842.0,2.44,99.9,220.65
2023-10-09,west,789.96,0.0,0.0,9.44,68.75,11434.0,6.01,0.0,0.0,4.91,95.03,11915.0,7.98,30.44,12820.0,2.37,99.49,213.72
2023-10-16,west,857.98,206.76,21967.0,9.41,175.03,29209.0,5.99,0.0,0.0,4.86,92.98,11448.0,8.12,0.0,0.0,2.35,98.92,179.69
2023-10-23,west,855.85,122.39,12589.0,9.72,116.42,19924.0,5.84,79.54,17593.0,4.52,71.65,8819.0,8.12,0.0,0.0,2.4,98.71,176.31
2023-10-30,west,885.49,172.67,17802.0,9.7,57.62,9431.0,6.11,111.49,23296.0,4.79,114.03,13729.0,8.31,35.73,14877.0,2.4,98.35,201.9
2023-11-06,west,834.66,116.23,9898.0,11.74,147.37,18907.0,7.79,77.19,13001.0,5.94,66.75,6630.0,10.07,0.0,0.0,2.97,97.53,321.39
2023-11-13,west,949.8,223.08,17980.0,12.41,95.98,11486.0,8.36,40.75,7092.0,5.75,69.45,6966.0,9.97,0.0,0.0,2.94,98.54,347.46
2023-11-20,west,939.89,187.16,14607.0,12.81,209.93,23691.0,8.86,60.36,10465.0,5.77,93.86,9223.0,10.18,54.9,19061.0,2.88,99.17,364.45
2023-11-27,west,1046.83,254.71,19446.0,13.1,177.58,19683.0,9.02,0.0,0.0,6.19,80.03,7968.0,10.04,0.0,0.0,2.8,98.78,187.91
2023-12-04,west,951.11,140.98,10685.0,13.19,233.22,25483.0,9.15,85.84,12944.0,6.63,77.92,7255.0,10.74,27.53,10267.0,2.68,98.92,346.71
2023-12-11,west,1084.86,129.57,9749.0,13.29,129.14,14451.0,8.94,86.47,12348.0,7.0,115.46,10906.0,10.59,47.18,17404.0,2.71,99.12,218.17
2023-12-18,west,1031.81,178.89,13443.0,13.31,139.06,14252.0,9.76,107.21,14984.0,7.16,118.1,10924.0,10.81,40.05,14515.0,2.76,99.72,171.58
2023-12-25,west,968.54,0.0,0.0,13.45,177.96,17507.0,10.16,109.82,14904.0,7.37,136.64,12695.0,10.76,0.0,0.0,2.78,99.31,359.06
2022-01-03,southwest,553.5,64.75,2590.0,25.0,95.7,11962.0,8.0,56.37,9394.0,6.0,62.98,4199.0,15.0,0.0,0.0,4.0,99.8,93.87
2022-01-10,southwest,572.5,0.0,0.0,27.21,29.0,3662.0,7.92,0.0,0.0,6.24,53.03,3422.0,15.5,29.56,7114.0,4.15,99.42,199.19
2022-01-17,southwest,601.1,0.0,0.0,27.27,100.75,12355.0,8.15,52.84,8573.0,6.16,92.74,5885.0,15.76,15.54,3739.0,4.16,99.04,168.77
2022-01-24,southwest,562.72,0.0,0.0,28.49,65.67,8111.0,8.1,0.0,0.0,6.23,75.99,4622.0,16.44,0.0,0.0,4.14,98.85,203.36
2022-01-31,southwest,589.73,129.17,4324.0,29.87,54.33,6558.0,8.28,61.01,9407.0,6.49,61.89,3745.0,16.53,0.0,0.0,4.34,99.04,150.28
2022-02-07,southwest,585.53,0.0,0.0,30.02,99.16,12082.0,8.21,0.0,0.0,6.44,55.03,3314.0,16.6,27.49,6277.0,4.38,98.38,159.99
2022-02-14,southwest,592.28,67.15,2292.0,29.3,29.88,3651.0,8.18,49.65,7195.0,6.9,83.5,5005.0,16.68,13.0,2984.0,4.36,98.18,213.79
2022-02-21,southwest,587.39,0.0,0.0,29.83,72.77,8511.0,8.55,26.39,3620.0,7.29,54.01,3053.0,17.69,0.0,0.0,4.35,98.16,211.31
2022-02-28,southwest,606.25,0.0,0.0,30.14,70.27,8032.0,8.75,0.0,0.0,7.06,50.12,3072.0,16.32,0.0,0.0,4.51,97.61,147.46
2022-03-07,southwest,671.09,93.09,3089.0,30.13,44.89,5067.0,8.86,57.25,8228.0,6.96,73.26,4381.0,16.72,45.27,10089.0,4.49,98.51,121.77
2022-03-14,southwest,619.6,0.0,0.0,30.84,61.02,6642.0,9.19,40.5,6171.0,6.56,58.43,3455.0,16.91,0.0,0.0,4.52,98.08,136.37
2022-03-21,southwest,650.7,155.7,5126.0,30.38,78.22,8331.0,9.39,48.59,7526.0,6.46,80.45,4967.0,16.2,28.39,6237.0,4.55,97.75,133.04
2022-03-28,southwest,637.52,64.61,2192.0,29.47,83.99,8528.0,9.85,39.55,5961.0,6.64,47.8,2911.0,16.42,0.0,0.0,4.32,97.26,115.96
2022-04-04,southwest,676.05,160.85,5432.0,29.61,28.06,2884.0,9.73,64.07,9761.0,6.56,82.43,4942.0,16.68,0.0,0.0,4.14,98.16,110.25
2022-04-11,southwest,674.34,86.54,2893.0,29.91,100.14,10442.0,9.59,41.88,6302.0,6.65,58.44,3447.0,16.95,41.42,9929.0,4.17,98.43,190.05
2022-04-18,southwest,671.61,0.0,0.0,28.75,40.67,4429.0,9.18,61.14,9673.0,6.32,40.11,2573.0,15.59,27.12,6677.0,4.06,97.97,76.33
2022-04-25,southwest,646.92,167.38,5703.0,29.35,45.99,5110.0,9.0,58.88,9160.0,6.43,48.01,2978.0,16.12,0.0,0.0,4.16,98.52,158.84
2022-05-02,southwest,638.84,136.7,4961.0,27.55,48.29,5265.0,9.17,36.99,5911.0,6.26,98.88,6333.0,15.61,0.0,0.0,4.24,98.62,86.14
2022-05-09,southwest,612.27,105.32,3940.0,26.73,30.91,3284.0,9.41,26.88,4350.0,6.18,93.89,5968.0,15.73,46.73,10918.0,4.28,98.75,108.81
2022-05-16,southwest,676.62,0.0,0.0,26.12,37.48,3929.0,9.54,36.74,6055.0,6.07,53.48,3377.0,15.84,29.23,6568.0,4.45,98.58,68.59
2022-05-23,southwest,609.63,0.0,0.0,25.16,103.95,11711.0,8.88,60.27,10508.0,5.74,86.41,5704.0,15.15,0.0,0.0,4.36,98.2,97.98
2022-05-30,southwest,624.37,0.0,0.0,24.23,52.27,5819.0,8.98,26.75,4928.0,5.43,74.97,4952.0,15.14,40.73,9353.0,4.35,98.37,168.77
2022-06-06,southwest,621.0,0.0,0.0,25.05,36.88,4439.0,8.31,0.0,0.0,5.46,95.6,6537.0,14.62,42.13,10075.0,4.18,98.1,186.87
2022-06-13,southwest,588.38,145.34,6102.0,23.82,36.24,4353.0,8.32,59.14,10972.0,5.39,58.9,4394.0,13.4,31.85,7255.0,4.39,99.01,96.42
2022-06-20,southwest,609.59,132.72,5319.0,24.95,83.4,10405.0,8.02,0.0,0.0,5.42,75.79,5608.0,13.52,17.42,3841.0,4.54,98.37,133.28
2022-06-27,southwest,589.89,98.28,4000.0,24.57,93.8,11789.0,7.96,0.0,0.0,5.32,39.26,3059.0,12.83,0.0,0.0,4.41,99.14,137.59
2022-07-04,southwest,596.8,61.85,2586.0,23.92,47.79,6439.0,7.42,0.0,0.0,5.18,57.19,4709.0,12.14,47.77,11030.0,4.33,99.08,197.6
2022-07-11,southwest,540.87,0.0,0.0,23.53,29.61,3972.0,7.46,20.12,4216.0,4.77,87.37,7508.0,11.64,39.49,9025.0,4.38,99.23,185.65
2022-07-18,southwest,512.73,121.95,4955.0,24.61,45.18,6532.0,6.92,0.0,0.0,4.59,62.84,5526.0,11.37,0.0,0.0,4.22,99.65,154.05
2022-07-25,southwest,514.7,0.0,0.0,23.16,32.35,4923.0,6.57,0.0,0.0,4.44,48.4,4398.0,11.01,0.0,0.0,4.01,99.34,179.1
2022-08-01,southwest,521.43,119.95,5524.0,21.71,35.96,5815.0,6.18,29.2,6388.0,4.57,38.83,3579.0,10.85,0.0,0.0,4.0,99.77,206.27
2022-08-08,southwest,532.98,156.05,7573.0,20.61,61.23,10749.0,5.7,61.89,13664.0,4.53,68.06,6727.0,10.12,35.39,9104.0,3.89,98.41,90.75
2022-08-15,southwest,505.14,59.98,2991.0,20.06,45.7,8229.0,5.55,33.4,7243.0,4.61,64.04,6656.0,9.62,0.0,0.0,3.8,98.05,146.83
2022-08-22,southwest,460.09,0.0,0.0,18.56,67.73,11855.0,5.71,68.49,14972.0,4.57,49.66,5316.0,9.34,12.4,3432.0,3.61,97.59,217.64
2022-08-29,southwest,512.33,0.0,0.0,18.14,47.52,7858.0,6.05,68.87,15739.0,4.38,77.36,8006.0,9.66,43.32,12922.0,3.35,96.96,193.67
2022-09-05,southwest,540.07,0.0,0.0,18.71,100.42,16890.0,5.95,29.02,6742.0,4.3,31.43,3329.0,9.44,31.61,9552.0,3.31,96.86,164.66
2022-09-12,southwest,500.78,64.61,3493.0,18.5,97.76,16157.0,6.05,16.29,3820.0,4.27,44.71,4659.0,9.6,18.1,5407.0,3.35,97.05,160.77
2022-09-19,southwest,506.21,0.0,0.0,18.12,71.64,11899.0,6.02,53.48,13048.0,4.1,73.97,7790.0,9.5,22.71,6914.0,3.29,97.4,132.74
2022-09-26,southwest,497.43,82.57,4675.0,17.66,55.29,9112.0,6.07,39.26,9758.0,4.02,45.08,4852.0,9.29,0.0,0.0,3.41,97.52,153.97
2022-10-03,southwest,494.07,165.75,9157.0,18.1,57.35,9571.0,5.99,19.64,4925.0,3.99,41.76,4538.0,9.2,30.94,9302.0,3.33,97.19,169.71
2022-10-10,southwest,504.4,0.0,0.0,17.7,59.71,9884.0,6.04,0.0,0.0,4.2,55.25,6020.0,9.18,0.0,0.0,3.23,97.37,133.38
2022-10-17,southwest,496.44,173.28,9195.0,18.84,84.02,13587.0,6.18,15.75,3966.0,3.97,69.32,7364.0,9.41,16.6,5113.0,3.25,97.44,171.83
2022-10-24,southwest,480.21,0.0,0.0,20.21,62.78,10208.0,6.15,62.73,15061.0,4.17,35.06,3532.0,9.92,0.0,0.0,3.28,97.9,189.85
2022-10-31,southwest,487.27,166.77,8059.0,20.69,93.97,15072.0,6.23,21.76,5289.0,4.12,76.15,7469.0,10.19,15.61,4579.0,3.41,98.29,88.9
2022-11-07,southwest,498.48,56.64,2258.0,25.08,117.11,15516.0,7.55,21.13,4412.0,4.79,69.71,5441.0,12.81,19.49,4825.0,4.04,98.31,129.1
2022-11-14,southwest,570.11,145.04,5498.0,26.38,65.62,8318.0,7.89,23.84,4711.0,5.06,40.08,3158.0,12.69,27.95,6516.0,4.29,97.86,122.4
2022-11-21,southwest,557.5,163.46,5866.0,27.87,85.05,10889.0,7.81,0.0,0.0,5.29,67.43,5262.0,12.81,0.0,0.0,4.65,97.53,161.73
2022-11-28,southwest,584.86,72.63,2607.0,27.86,43.09,5395.0,7.99,52.82,9395.0,5.62,51.74,4030.0,12.84,0.0,0.0,4.76,97.26,101.47
2022-12-05,southwest,588.93,67.44,2398.0,28.13,49.74,5734.0,8.68,0.0,0.0,5.91,53.52,4026.0,13.29,27.72,5471.0,5.07,97.1,157.9
2022-12-12,southwest,604.63,106.52,3839.0,27.75,74.86,8117.0,9.22,36.27,5623.0,6.45,74.67,5530.0,13.5,0.0,0.0,5.04,97.23,193.56
2022-12-19,southwest,632.33,167.11,5791.0,28.86,58.82,5963.0,9.86,32.83,4873.0,6.74,85.72,6048.0,14.18,34.31,6417.0,5.35,97.59,132.23
2022-12-26,southwest,606.49,120.54,3986.0,30.24,117.69,11606.0,10.14,27.13,3939.0,6.89,41.33,2919.0,14.16,0.0,0.0,5.67,97.57,204.59
2023-01-02,southwest,526.92,118.77,4580.0,25.93,40.19,4396.0,9.14,0.0,0.0,6.21,58.56,4625.0,12.66,16.52,3181.0,5.19,97.57,219.64
2023-01-09,southwest,571.45,72.79,2762.0,26.35,63.09,6500.0,9.71,44.9,6757.0,6.65,63.05,4736.0,13.31,0.0,0.0,5.35,97.65,99.01
2023-01-16,southwest,589.21,0.0,0.0,26.04,74.64,7133.0,10.46,49.38,7393.0,6.68,58.09,4512.0,12.87,25.78,5120.0,5.04,97.39,120.14
2023-01-23,southwest,547.01,152.41,5854.0,26.03,81.27,8017.0,10.14,0.0,0.0,6.73,58.28,4135.0,14.09,39.13,7712.0,5.07,96.92,223.55
2023-01-30,southwest,625.96,66.42,2448.0,27.14,57.5,5754.0,9.99,67.12,9822.0,6.83,40.57,2832.0,14.33,0.0,0.0,5.1,96.05,227.11
2023-02-06,southwest,619.99,131.43,4839.0,27.16,94.92,8927.0,10.63,23.51,3581.0,6.56,79.64,5773.0,13.8,0.0,0.0,5.07,95.7,108.39
2023-02-13,southwest,631.63,164.84,5999.0,27.48,71.76,6667.0,10.76,0.0,0.0,6.73,65.34,4618.0,14.15,0.0,0.0,5.2,95.94,97.82
2023-02-20,southwest,657.65,0.0,0.0,26.65,61.84,5757.0,10.74,14.83,2291.0,6.48,51.06,3540.0,14.42,19.23,3681.0,5.23,95.58,118.48
2023-02-27,southwest,610.53,0.0,0.0,27.22,33.18,3157.0,10.51,40.94,6216.0,6.59,90.66,6204.0,14.61,32.66,6307.0,5.18,95.47,234.77
2023-03-06,southwest,654.56,65.37,2374.0,27.53,63.78,6093.0,10.47,32.67,4771.0,6.85,90.56,5939.0,15.25,26.8,5275.0,5.08,95.7,119.16
